place,start time,end time,original downtime,unit,Ripe Atlas Confirmation Ratio,notes,downtime,Service Name
ap-guangzhou,19 Nov 2022 08:30 PST,19 Nov 2022 08:38 PST,8.05,mins,NA,None,8.05,Tencent Cloud Virtual Machine
ap-guangzhou,19 Nov 2022 08:20 PST,19 Nov 2022 08:29 PST,8.52,mins,NA,None,8.52,Tencent Cloud Virtual Machine
ap-guangzhou,19 Nov 2022 07:43 PST,19 Nov 2022 08:19 PST,35.35,mins,NA,None,35.35,Tencent Cloud Virtual Machine
ap-guangzhou,19 Nov 2022 06:56 PST,19 Nov 2022 07:20 PST,24.07,mins,NA,None,24.07,Tencent Cloud Virtual Machine
ap-guangzhou,19 Nov 2022 06:23 PST,19 Nov 2022 06:46 PST,23.00,mins,NA,None,23.0,Tencent Cloud Virtual Machine
ap-guangzhou,19 Nov 2022 06:10 PST,19 Nov 2022 06:22 PST,11.83,mins,NA,None,11.83,Tencent Cloud Virtual Machine
ap-guangzhou,19 Nov 2022 05:56 PST,19 Nov 2022 06:04 PST,8.75,mins,NA,None,8.75,Tencent Cloud Virtual Machine
ap-guangzhou,19 Nov 2022 05:28 PST,19 Nov 2022 05:38 PST,10.88,mins,NA,None,10.88,Tencent Cloud Virtual Machine
ap-guangzhou,19 Nov 2022 05:04 PST,19 Nov 2022 05:16 PST,11.45,mins,NA,None,11.45,Tencent Cloud Virtual Machine
ap-guangzhou,19 Nov 2022 04:56 PST,19 Nov 2022 05:04 PST,7.85,mins,NA,None,7.85,Tencent Cloud Virtual Machine
ap-guangzhou,19 Nov 2022 04:44 PST,19 Nov 2022 04:52 PST,7.85,mins,NA,None,7.85,Tencent Cloud Virtual Machine
ap-guangzhou,19 Nov 2022 04:25 PST,19 Nov 2022 04:38 PST,12.77,mins,NA,None,12.77,Tencent Cloud Virtual Machine
ap-guangzhou,19 Nov 2022 03:36 PST,19 Nov 2022 04:19 PST,42.20,mins,NA,None,42.2,Tencent Cloud Virtual Machine
ap-guangzhou,19 Nov 2022 03:07 PST,19 Nov 2022 03:30 PST,23.28,mins,NA,None,23.28,Tencent Cloud Virtual Machine
ap-guangzhou,19 Nov 2022 02:44 PST,19 Nov 2022 02:49 PST,5.45,mins,NA,None,5.45,Tencent Cloud Virtual Machine
ap-guangzhou,19 Nov 2022 02:26 PST,19 Nov 2022 02:34 PST,8.63,mins,NA,None,8.63,Tencent Cloud Virtual Machine
ap-guangzhou,19 Nov 2022 01:16 PST,19 Nov 2022 01:57 PST,41.22,mins,NA,None,41.22,Tencent Cloud Virtual Machine
ap-guangzhou,19 Nov 2022 00:48 PST,19 Nov 2022 01:12 PST,23.43,mins,NA,None,23.43,Tencent Cloud Virtual Machine
ap-guangzhou,19 Nov 2022 00:37 PST,19 Nov 2022 00:46 PST,9.07,mins,NA,None,9.07,Tencent Cloud Virtual Machine
ap-guangzhou,18 Nov 2022 23:54 PST,19 Nov 2022 00:21 PST,26.98,mins,NA,None,26.98,Tencent Cloud Virtual Machine
ap-guangzhou,18 Nov 2022 23:39 PST,18 Nov 2022 23:53 PST,14.35,mins,NA,None,14.35,Tencent Cloud Virtual Machine
ap-guangzhou,18 Nov 2022 23:04 PST,18 Nov 2022 23:36 PST,32.40,mins,NA,None,32.4,Tencent Cloud Virtual Machine
ap-guangzhou,18 Nov 2022 22:51 PST,18 Nov 2022 23:02 PST,10.90,mins,NA,None,10.9,Tencent Cloud Virtual Machine
ap-guangzhou,18 Nov 2022 22:24 PST,18 Nov 2022 22:50 PST,25.93,mins,NA,None,25.93,Tencent Cloud Virtual Machine
ap-guangzhou,18 Nov 2022 22:20 PST,18 Nov 2022 22:22 PST,2.53,mins,NA,None,2.53,Tencent Cloud Virtual Machine
ap-guangzhou,18 Nov 2022 22:11 PST,18 Nov 2022 22:18 PST,6.73,mins,NA,None,6.73,Tencent Cloud Virtual Machine
ap-guangzhou,18 Nov 2022 22:06 PST,18 Nov 2022 22:08 PST,1.80,mins,NA,None,1.8,Tencent Cloud Virtual Machine
ap-guangzhou,18 Nov 2022 20:27 PST,18 Nov 2022 22:05 PST,1.64,hours,NA,None,98.39999999999999,Tencent Cloud Virtual Machine
ap-guangzhou,18 Nov 2022 19:44 PST,18 Nov 2022 20:22 PST,38.57,mins,NA,None,38.57,Tencent Cloud Virtual Machine
ap-guangzhou,18 Nov 2022 19:01 PST,18 Nov 2022 19:29 PST,28.62,mins,NA,None,28.62,Tencent Cloud Virtual Machine
ap-guangzhou,18 Nov 2022 18:42 PST,18 Nov 2022 18:43 PST,1.63,mins,NA,None,1.63,Tencent Cloud Virtual Machine
ap-guangzhou,18 Nov 2022 18:05 PST,18 Nov 2022 18:16 PST,11.05,mins,NA,None,11.05,Tencent Cloud Virtual Machine
ap-guangzhou,18 Nov 2022 17:35 PST,18 Nov 2022 18:05 PST,30.03,mins,NA,None,30.03,Tencent Cloud Virtual Machine
ap-guangzhou,18 Nov 2022 17:05 PST,18 Nov 2022 17:22 PST,16.95,mins,NA,None,16.95,Tencent Cloud Virtual Machine
ap-guangzhou,18 Nov 2022 17:00 PST,18 Nov 2022 17:05 PST,4.97,mins,NA,None,4.97,Tencent Cloud Virtual Machine
ap-guangzhou,18 Nov 2022 16:12 PST,18 Nov 2022 16:25 PST,12.85,mins,NA,None,12.85,Tencent Cloud Virtual Machine
ap-guangzhou,18 Nov 2022 15:32 PST,18 Nov 2022 16:11 PST,38.90,mins,NA,None,38.9,Tencent Cloud Virtual Machine
ap-guangzhou,18 Nov 2022 15:20 PST,18 Nov 2022 15:31 PST,10.77,mins,NA,None,10.77,Tencent Cloud Virtual Machine
ap-guangzhou,18 Nov 2022 15:14 PST,18 Nov 2022 15:18 PST,3.57,mins,NA,None,3.57,Tencent Cloud Virtual Machine
ap-guangzhou,18 Nov 2022 12:07 PST,18 Nov 2022 15:12 PST,3.07,hours,NA,None,184.2,Tencent Cloud Virtual Machine
ap-guangzhou,18 Nov 2022 12:02 PST,18 Nov 2022 12:06 PST,3.55,mins,NA,None,3.55,Tencent Cloud Virtual Machine
ap-guangzhou,18 Nov 2022 11:27 PST,18 Nov 2022 11:50 PST,22.68,mins,NA,None,22.68,Tencent Cloud Virtual Machine
ap-guangzhou,18 Nov 2022 10:45 PST,18 Nov 2022 11:27 PST,41.43,mins,NA,None,41.43,Tencent Cloud Virtual Machine
ap-guangzhou,18 Nov 2022 10:09 PST,18 Nov 2022 10:43 PST,34.17,mins,NA,None,34.17,Tencent Cloud Virtual Machine
ap-guangzhou,18 Nov 2022 09:57 PST,18 Nov 2022 10:08 PST,10.72,mins,NA,None,10.72,Tencent Cloud Virtual Machine
ap-guangzhou,18 Nov 2022 09:54 PST,18 Nov 2022 09:55 PST,1.10,mins,NA,None,1.1,Tencent Cloud Virtual Machine
ap-guangzhou,18 Nov 2022 08:56 PST,18 Nov 2022 09:02 PST,6.53,mins,NA,None,6.53,Tencent Cloud Virtual Machine
ap-guangzhou,18 Nov 2022 08:16 PST,18 Nov 2022 08:22 PST,5.95,mins,NA,None,5.95,Tencent Cloud Virtual Machine
ap-guangzhou,18 Nov 2022 08:06 PST,18 Nov 2022 08:16 PST,10.07,mins,NA,None,10.07,Tencent Cloud Virtual Machine
ap-guangzhou,18 Nov 2022 05:02 PST,18 Nov 2022 05:04 PST,1.98,mins,NA,None,1.98,Tencent Cloud Virtual Machine
ap-guangzhou,08 Nov 2022 00:33 PST,09 Nov 2022 02:34 PST,26.02,hours,NA,None,1561.2,Tencent Cloud Virtual Machine
ap-guangzhou,07 Nov 2022 05:42 PST,08 Nov 2022 00:30 PST,18.81,hours,NA,None,1128.6,Tencent Cloud Virtual Machine
ap-guangzhou,07 Nov 2022 05:29 PST,07 Nov 2022 05:38 PST,8.70,mins,NA,None,8.7,Tencent Cloud Virtual Machine
ap-guangzhou,07 Nov 2022 05:01 PST,07 Nov 2022 05:12 PST,10.77,mins,NA,None,10.77,Tencent Cloud Virtual Machine
ap-guangzhou,07 Nov 2022 04:10 PST,07 Nov 2022 04:19 PST,8.78,mins,NA,None,8.78,Tencent Cloud Virtual Machine
ap-guangzhou,06 Nov 2022 23:57 PST,07 Nov 2022 02:03 PST,2.10,hours,NA,None,126.0,Tencent Cloud Virtual Machine
ap-guangzhou,06 Nov 2022 22:44 PST,06 Nov 2022 23:35 PST,50.98,mins,NA,None,50.98,Tencent Cloud Virtual Machine
ap-guangzhou,06 Nov 2022 20:12 PST,06 Nov 2022 22:09 PST,1.95,hours,NA,None,117.0,Tencent Cloud Virtual Machine
ap-guangzhou,06 Nov 2022 17:44 PST,06 Nov 2022 19:49 PST,2.10,hours,NA,None,126.0,Tencent Cloud Virtual Machine
ap-guangzhou,06 Nov 2022 15:20 PST,06 Nov 2022 15:22 PST,1.37,mins,NA,None,1.37,Tencent Cloud Virtual Machine
ap-chongqing,22 Nov 2022 02:50 PST,22 Nov 2022 02:52 PST,2.73,mins,NA,None,2.73,Tencent Cloud Virtual Machine
ap-chongqing,20 Nov 2022 19:12 PST,20 Nov 2022 20:06 PST,53.53,mins,NA,None,53.53,Tencent Cloud Virtual Machine
ap-chongqing,20 Nov 2022 10:52 PST,20 Nov 2022 19:10 PST,8.30,hours,NA,None,498.00000000000006,Tencent Cloud Virtual Machine
ap-chongqing,20 Nov 2022 09:49 PST,20 Nov 2022 10:50 PST,1.02,hours,NA,None,61.2,Tencent Cloud Virtual Machine
ap-chongqing,20 Nov 2022 07:21 PST,20 Nov 2022 09:48 PST,2.45,hours,NA,None,147.0,Tencent Cloud Virtual Machine
ap-chongqing,20 Nov 2022 06:25 PST,20 Nov 2022 07:21 PST,55.88,mins,NA,None,55.88,Tencent Cloud Virtual Machine
ap-chongqing,20 Nov 2022 05:17 PST,20 Nov 2022 06:02 PST,45.05,mins,NA,None,45.05,Tencent Cloud Virtual Machine
ap-chongqing,20 Nov 2022 02:49 PST,20 Nov 2022 05:13 PST,2.40,hours,NA,None,144.0,Tencent Cloud Virtual Machine
ap-chongqing,20 Nov 2022 02:36 PST,20 Nov 2022 02:49 PST,12.42,mins,NA,None,12.42,Tencent Cloud Virtual Machine
ap-chongqing,20 Nov 2022 01:57 PST,20 Nov 2022 02:31 PST,34.57,mins,NA,None,34.57,Tencent Cloud Virtual Machine
ap-chongqing,20 Nov 2022 01:45 PST,20 Nov 2022 01:49 PST,3.92,mins,NA,None,3.92,Tencent Cloud Virtual Machine
ap-chongqing,20 Nov 2022 01:25 PST,20 Nov 2022 01:37 PST,11.88,mins,NA,None,11.88,Tencent Cloud Virtual Machine
ap-chongqing,20 Nov 2022 00:24 PST,20 Nov 2022 00:52 PST,27.73,mins,NA,None,27.73,Tencent Cloud Virtual Machine
ap-chongqing,19 Nov 2022 23:34 PST,20 Nov 2022 00:23 PST,49.32,mins,NA,None,49.32,Tencent Cloud Virtual Machine
ap-chongqing,19 Nov 2022 23:17 PST,19 Nov 2022 23:25 PST,8.03,mins,NA,None,8.03,Tencent Cloud Virtual Machine
ap-chongqing,19 Nov 2022 22:01 PST,19 Nov 2022 23:17 PST,1.27,hours,NA,None,76.2,Tencent Cloud Virtual Machine
ap-chongqing,19 Nov 2022 19:54 PST,19 Nov 2022 22:00 PST,2.10,hours,NA,None,126.0,Tencent Cloud Virtual Machine
ap-chongqing,19 Nov 2022 19:28 PST,19 Nov 2022 19:41 PST,12.60,mins,NA,None,12.6,Tencent Cloud Virtual Machine
ap-chongqing,19 Nov 2022 19:04 PST,19 Nov 2022 19:27 PST,23.28,mins,NA,None,23.28,Tencent Cloud Virtual Machine
ap-chongqing,19 Nov 2022 18:32 PST,19 Nov 2022 19:03 PST,30.97,mins,NA,None,30.97,Tencent Cloud Virtual Machine
ap-chongqing,19 Nov 2022 16:59 PST,19 Nov 2022 18:28 PST,1.47,hours,NA,None,88.2,Tencent Cloud Virtual Machine
ap-chongqing,19 Nov 2022 12:24 PST,19 Nov 2022 16:59 PST,4.58,hours,NA,None,274.8,Tencent Cloud Virtual Machine
ap-chongqing,19 Nov 2022 11:49 PST,19 Nov 2022 12:21 PST,32.25,mins,NA,None,32.25,Tencent Cloud Virtual Machine
ap-chongqing,19 Nov 2022 11:34 PST,19 Nov 2022 11:45 PST,10.43,mins,NA,None,10.43,Tencent Cloud Virtual Machine
ap-chongqing,19 Nov 2022 11:14 PST,19 Nov 2022 11:30 PST,16.18,mins,NA,None,16.18,Tencent Cloud Virtual Machine
ap-chongqing,19 Nov 2022 10:19 PST,19 Nov 2022 10:59 PST,39.73,mins,NA,None,39.73,Tencent Cloud Virtual Machine
ap-chongqing,19 Nov 2022 10:13 PST,19 Nov 2022 10:15 PST,1.88,mins,NA,None,1.88,Tencent Cloud Virtual Machine
ap-chongqing,19 Nov 2022 09:51 PST,19 Nov 2022 10:09 PST,17.72,mins,NA,None,17.72,Tencent Cloud Virtual Machine
ap-chongqing,19 Nov 2022 07:49 PST,19 Nov 2022 09:38 PST,1.81,hours,NA,None,108.60000000000001,Tencent Cloud Virtual Machine
ap-chongqing,19 Nov 2022 05:48 PST,19 Nov 2022 07:49 PST,2.03,hours,NA,None,121.79999999999998,Tencent Cloud Virtual Machine
ap-chongqing,19 Nov 2022 05:45 PST,19 Nov 2022 05:47 PST,1.72,mins,NA,None,1.72,Tencent Cloud Virtual Machine
ap-chongqing,19 Nov 2022 05:41 PST,19 Nov 2022 05:44 PST,3.23,mins,NA,None,3.23,Tencent Cloud Virtual Machine
ap-chongqing,19 Nov 2022 05:06 PST,19 Nov 2022 05:39 PST,33.17,mins,NA,None,33.17,Tencent Cloud Virtual Machine
ap-chongqing,19 Nov 2022 05:01 PST,19 Nov 2022 05:04 PST,3.15,mins,NA,None,3.15,Tencent Cloud Virtual Machine
ap-chongqing,19 Nov 2022 04:45 PST,19 Nov 2022 04:57 PST,12.50,mins,NA,None,12.5,Tencent Cloud Virtual Machine
ap-chongqing,19 Nov 2022 02:22 PST,19 Nov 2022 04:38 PST,2.27,hours,NA,None,136.2,Tencent Cloud Virtual Machine
ap-chongqing,19 Nov 2022 01:39 PST,19 Nov 2022 02:15 PST,36.35,mins,NA,None,36.35,Tencent Cloud Virtual Machine
ap-chongqing,19 Nov 2022 00:48 PST,19 Nov 2022 01:31 PST,43.23,mins,NA,None,43.23,Tencent Cloud Virtual Machine
ap-chongqing,19 Nov 2022 00:22 PST,19 Nov 2022 00:25 PST,2.53,mins,NA,None,2.53,Tencent Cloud Virtual Machine
ap-chongqing,19 Nov 2022 00:16 PST,19 Nov 2022 00:20 PST,3.75,mins,NA,None,3.75,Tencent Cloud Virtual Machine
ap-chongqing,18 Nov 2022 23:57 PST,19 Nov 2022 00:07 PST,10.07,mins,NA,None,10.07,Tencent Cloud Virtual Machine
ap-chongqing,18 Nov 2022 22:30 PST,18 Nov 2022 23:51 PST,1.35,hours,NA,None,81.0,Tencent Cloud Virtual Machine
ap-chongqing,18 Nov 2022 21:43 PST,18 Nov 2022 22:17 PST,34.40,mins,NA,None,34.4,Tencent Cloud Virtual Machine
ap-chongqing,18 Nov 2022 21:24 PST,18 Nov 2022 21:32 PST,8.67,mins,NA,None,8.67,Tencent Cloud Virtual Machine
ap-chongqing,18 Nov 2022 21:03 PST,18 Nov 2022 21:13 PST,9.38,mins,NA,None,9.38,Tencent Cloud Virtual Machine
ap-chongqing,18 Nov 2022 20:15 PST,18 Nov 2022 20:41 PST,26.32,mins,NA,None,26.32,Tencent Cloud Virtual Machine
ap-chongqing,18 Nov 2022 20:02 PST,18 Nov 2022 20:11 PST,8.13,mins,NA,None,8.13,Tencent Cloud Virtual Machine
ap-chongqing,18 Nov 2022 19:53 PST,18 Nov 2022 20:02 PST,9.72,mins,NA,None,9.72,Tencent Cloud Virtual Machine
ap-chongqing,18 Nov 2022 19:00 PST,18 Nov 2022 19:52 PST,51.17,mins,NA,None,51.17,Tencent Cloud Virtual Machine
ap-chongqing,18 Nov 2022 18:08 PST,18 Nov 2022 18:17 PST,8.95,mins,NA,None,8.95,Tencent Cloud Virtual Machine
ap-chongqing,18 Nov 2022 17:37 PST,18 Nov 2022 17:52 PST,15.27,mins,NA,None,15.27,Tencent Cloud Virtual Machine
ap-chongqing,18 Nov 2022 16:29 PST,18 Nov 2022 17:23 PST,53.08,mins,NA,None,53.08,Tencent Cloud Virtual Machine
ap-chongqing,18 Nov 2022 15:32 PST,18 Nov 2022 15:57 PST,25.05,mins,NA,None,25.05,Tencent Cloud Virtual Machine
ap-chongqing,18 Nov 2022 15:14 PST,18 Nov 2022 15:18 PST,3.80,mins,NA,None,3.8,Tencent Cloud Virtual Machine
ap-chongqing,18 Nov 2022 15:12 PST,18 Nov 2022 15:14 PST,2.00,mins,NA,None,2.0,Tencent Cloud Virtual Machine
ap-chongqing,18 Nov 2022 14:57 PST,18 Nov 2022 15:06 PST,9.32,mins,NA,None,9.32,Tencent Cloud Virtual Machine
ap-chongqing,18 Nov 2022 13:49 PST,18 Nov 2022 14:24 PST,34.68,mins,NA,None,34.68,Tencent Cloud Virtual Machine
ap-chongqing,18 Nov 2022 13:31 PST,18 Nov 2022 13:32 PST,1.35,mins,NA,None,1.35,Tencent Cloud Virtual Machine
ap-chongqing,18 Nov 2022 13:24 PST,18 Nov 2022 13:26 PST,1.95,mins,NA,None,1.95,Tencent Cloud Virtual Machine
ap-chongqing,18 Nov 2022 12:52 PST,18 Nov 2022 13:19 PST,27.23,mins,NA,None,27.23,Tencent Cloud Virtual Machine
ap-chongqing,18 Nov 2022 12:07 PST,18 Nov 2022 12:38 PST,31.28,mins,NA,None,31.28,Tencent Cloud Virtual Machine
ap-chongqing,18 Nov 2022 09:58 PST,18 Nov 2022 10:29 PST,30.67,mins,NA,None,30.67,Tencent Cloud Virtual Machine
ap-chongqing,18 Nov 2022 08:48 PST,18 Nov 2022 08:51 PST,2.90,mins,NA,None,2.9,Tencent Cloud Virtual Machine
ap-chongqing,14 Nov 2022 03:13 PST,14 Nov 2022 03:21 PST,8.23,mins,NA,None,8.23,Tencent Cloud Virtual Machine
ap-chongqing,08 Nov 2022 20:14 PST,09 Nov 2022 02:35 PST,6.34,hours,NA,None,380.4,Tencent Cloud Virtual Machine
ap-chongqing,07 Nov 2022 19:35 PST,08 Nov 2022 20:11 PST,24.59,hours,NA,None,1475.4,Tencent Cloud Virtual Machine
ap-chongqing,07 Nov 2022 05:44 PST,07 Nov 2022 19:28 PST,13.73,hours,NA,None,823.8000000000001,Tencent Cloud Virtual Machine
ap-chongqing,07 Nov 2022 05:32 PST,07 Nov 2022 05:41 PST,8.43,mins,NA,None,8.43,Tencent Cloud Virtual Machine
ap-chongqing,07 Nov 2022 05:12 PST,07 Nov 2022 05:27 PST,14.87,mins,NA,None,14.87,Tencent Cloud Virtual Machine
ap-chongqing,07 Nov 2022 04:49 PST,07 Nov 2022 05:07 PST,18.02,mins,NA,None,18.02,Tencent Cloud Virtual Machine
ap-chongqing,07 Nov 2022 04:30 PST,07 Nov 2022 04:43 PST,13.33,mins,NA,None,13.33,Tencent Cloud Virtual Machine
ap-chongqing,07 Nov 2022 04:16 PST,07 Nov 2022 04:20 PST,3.97,mins,NA,None,3.97,Tencent Cloud Virtual Machine
ap-chongqing,07 Nov 2022 04:05 PST,07 Nov 2022 04:08 PST,2.57,mins,NA,None,2.57,Tencent Cloud Virtual Machine
ap-chongqing,07 Nov 2022 03:20 PST,07 Nov 2022 03:58 PST,38.17,mins,NA,None,38.17,Tencent Cloud Virtual Machine
ap-chongqing,07 Nov 2022 02:45 PST,07 Nov 2022 03:06 PST,20.72,mins,NA,None,20.72,Tencent Cloud Virtual Machine
ap-chongqing,07 Nov 2022 02:16 PST,07 Nov 2022 02:26 PST,10.63,mins,NA,None,10.63,Tencent Cloud Virtual Machine
ap-chongqing,07 Nov 2022 01:56 PST,07 Nov 2022 01:59 PST,3.13,mins,NA,None,3.13,Tencent Cloud Virtual Machine
ap-chongqing,07 Nov 2022 01:38 PST,07 Nov 2022 01:53 PST,14.72,mins,NA,None,14.72,Tencent Cloud Virtual Machine
ap-chongqing,07 Nov 2022 00:06 PST,07 Nov 2022 01:37 PST,1.52,hours,NA,None,91.2,Tencent Cloud Virtual Machine
ap-chongqing,06 Nov 2022 23:36 PST,07 Nov 2022 00:04 PST,28.08,mins,NA,None,28.08,Tencent Cloud Virtual Machine
ap-chongqing,06 Nov 2022 15:32 PST,06 Nov 2022 23:35 PST,8.05,hours,NA,None,483.00000000000006,Tencent Cloud Virtual Machine
ap-chongqing,06 Nov 2022 14:53 PST,06 Nov 2022 14:56 PST,3.22,mins,NA,None,3.22,Tencent Cloud Virtual Machine
ap-chongqing,06 Nov 2022 07:18 PST,06 Nov 2022 07:19 PST,1.42,mins,NA,None,1.42,Tencent Cloud Virtual Machine
ap-chongqing,06 Nov 2022 07:01 PST,06 Nov 2022 07:03 PST,2.57,mins,NA,None,2.57,Tencent Cloud Virtual Machine
ap-chongqing,06 Nov 2022 06:37 PST,06 Nov 2022 06:42 PST,4.25,mins,NA,None,4.25,Tencent Cloud Virtual Machine
ap-chongqing,06 Nov 2022 06:07 PST,06 Nov 2022 06:14 PST,6.88,mins,NA,None,6.88,Tencent Cloud Virtual Machine
ap-chongqing,06 Nov 2022 04:41 PST,06 Nov 2022 04:44 PST,3.47,mins,NA,None,3.47,Tencent Cloud Virtual Machine
ap-chongqing,06 Nov 2022 04:25 PST,06 Nov 2022 04:27 PST,2.13,mins,NA,None,2.13,Tencent Cloud Virtual Machine
ap-chongqing,06 Nov 2022 03:12 PST,06 Nov 2022 03:15 PST,2.83,mins,NA,None,2.83,Tencent Cloud Virtual Machine
ap-chongqing,06 Nov 2022 02:44 PST,06 Nov 2022 02:46 PST,1.92,mins,NA,None,1.92,Tencent Cloud Virtual Machine
ap-chongqing,05 Nov 2022 21:57 PDT,05 Nov 2022 22:03 PDT,6.08,mins,NA,None,6.08,Tencent Cloud Virtual Machine
ap-chongqing,05 Nov 2022 10:36 PDT,05 Nov 2022 10:37 PDT,1.88,mins,NA,None,1.88,Tencent Cloud Virtual Machine
ap-chongqing,05 Nov 2022 08:52 PDT,05 Nov 2022 08:55 PDT,2.78,mins,NA,None,2.78,Tencent Cloud Virtual Machine
ap-chongqing,04 Nov 2022 16:21 PDT,04 Nov 2022 16:24 PDT,3.03,mins,NA,None,3.03,Tencent Cloud Virtual Machine
ap-chengdu,20 Nov 2022 07:42 PST,20 Nov 2022 20:06 PST,12.39,hours,NA,None,743.4000000000001,Tencent Cloud Virtual Machine
