,Alibaba Elastic Compute Service: ap-southeast-6,Alibaba Elastic Compute Service: cn-guangzhou,Alibaba Elastic Compute Service: cn-hangzhou,Alibaba Elastic Compute Service: cn-nanjing,Alibaba Elastic Compute Service: cn-shanghai,DigitalOcean: lon1,DigitalOcean: tor1,IBM Virtual Private Cloud: us-south,Microsoft Azure Virtual Machines: australia-central,Microsoft Azure Virtual Machines: australia-east,Microsoft Azure Virtual Machines: india-central,Microsoft Azure Virtual Machines: india-south,Microsoft Azure Virtual Machines: southafrica-north,Oracle Cloud Compute: ap-tokyo-1,Oracle Cloud Compute: us-ashburn-1,Tencent Cloud Virtual Machine: ap-beijing,Tencent Cloud Virtual Machine: ap-chengdu,Tencent Cloud Virtual Machine: ap-chongqing,Tencent Cloud Virtual Machine: ap-guangzhou,Tencent Cloud Virtual Machine: ap-nanjing,Tencent Cloud Virtual Machine: ap-shanghai,Tencent Cloud Virtual Machine: eu-frankfurt,Tencent Cloud Virtual Machine: eu-moscow
0,13193.619260629628,21251.056626633836,99181.74263966821,4861.432556917651,26046.4040956595,12799.509823552738,104867.97488267648,4988.952296072337,2896.4892409205654,127557.46504966538,17817.066481157268,3403.9848341746133,1802.7407868041737,39822.55741897216,20868.976600230075,66914.69413192486,855.7034090906217,5022.028238598739,349.3795457636184,174086.90512421876,20485.009251695978,28369.687674981906,532.8049111520202
1,60909.23380315693,117913.7551340853,55341.88127551206,6388.455585354991,23218.996521303303,9143.439465957468,7634.970571013048,6215.741845670451,3077.970038617325,36381.97814648829,12561.307434710425,40937.83470008387,4682.961293000426,146211.96068613278,71342.81645106254,220103.84981845933,8803.18113420677,1631.9135773877106,307.74869080651575,181433.98457303277,5014.920618200893,43005.14297481564,7930.721480619973
2,50624.185335088194,15650.227860119805,31017.972773971247,1749.27431634031,57928.2403649545,58214.61933262109,56517.11299649312,126019.56717916037,4687.975354595435,70076.50297175387,3032.514121652162,4264.298606917623,3305.45410456228,42020.668673371016,127744.94471646841,47513.383573353705,2185.0738869835595,124.03245455136363,1031.8176690611365,122097.70742746688,6098.43947245361,32084.296413921118,59966.06629009729
3,34430.667095268465,53756.65505885318,97277.50955646987,926.2997268571029,36008.80339704779,925.1493749445546,97766.94131555955,45429.2435749755,1685.7416080962703,24452.00759452265,4748.547796003925,2906.1012944342156,34275.966493026826,14717.377716620382,183888.82746788044,97711.00709656191,1233.5394365059685,2094.409529790421,3514.6583050479503,18017.92899164292,5372.529037941588,84456.91907147184,86945.81479307632
4,210533.24226711201,27745.762540401916,131482.60021094233,9880.59162036936,67677.2186249851,4590.993296009427,115622.64110471969,1.1857182092243992,216.66538883145418,27322.6875637687,9362.478303235208,8123.888783298669,6637.092757156227,217063.88315789285,29289.225403375127,120670.61917418285,6465.5662929674,993.6756852938569,492.1226172052148,81376.5690786856,11817.966265833587,4401.368499712358,25190.717824720843
5,775.2300866678917,249720.3570797571,107705.20928692711,6305.932907677301,20104.337726224443,51517.71942073098,72387.94592378238,29445.00618390167,1550.4967547843305,58103.85306814551,422.5375799434715,2218.1885026210675,9965.471251685036,39930.0634406565,40632.13012938585,218499.86466408923,5260.558198169491,4254.586028744983,2440.719378817072,22117.301575393092,27119.293819457103,62464.048024540454,39699.99353414061
6,47587.69390157123,137714.40620634388,78350.80297421163,11653.568439809045,181876.3850021682,16616.03314877364,11042.459576084097,46108.53939069363,3135.520456009124,45625.00965468235,1587.647874744015,2338.770837587211,2483.417170647402,156896.313286566,16604.68919369822,236523.94931371906,557.0691376249961,6050.178727451193,736.3312212483236,582.0235633527501,10013.810591957763,31018.722713212446,746.7452061377743
7,96484.5115888156,156143.3638417087,109235.33626346526,2217.426214168921,104957.6345956071,8249.919941734135,103627.00434984427,1181.8786152504024,1540.7601758907206,39846.13829405462,9219.814117070864,2088.577449740007,14362.900199087695,61668.87876764279,75667.35624635023,47219.804967374184,268.6558945352945,5482.827807385679,1162.4651741321961,24762.783359579407,22487.110238435915,160.81502002045335,42439.505793105425
8,1464.163283389124,45219.11655384868,40150.5491481104,4688.550299921408,4163.832618181439,12110.903089189049,34941.71280029793,6443.223968613057,9455.721462760148,55351.40262595912,10401.501994564998,37611.30900771305,12914.886898183413,59163.045339681405,5583.891497848156,132737.64822566512,4344.83564843867,2889.0904277305585,892.5893761182963,49501.72756267276,17184.904907154516,25164.280180195856,73105.39292026173
9,40609.84657062574,35170.99162065357,15650.11785484455,4574.367555612791,77313.0935712495,4938.514030275188,104492.33416452275,1186.7087667641233,2675.4321858187836,6886.853771459299,2238.9518471145066,4581.824088440184,3167.814525179361,28409.036676167387,44220.417960331506,45138.02754536001,4144.433917808517,526.8444266341772,462.13054306255134,156872.56228277934,37254.26497982639,30504.283360993617,24880.41527220036
10,89887.25580844632,15316.246345341184,313785.4879091925,5471.16835513743,19789.88677647379,18127.747752373303,19326.512256615173,345522.9062956789,5962.348695428287,11446.237163138083,12655.686957278906,17701.38984962108,14891.721506312411,47723.07241443146,14859.515557863755,29145.59172003794,1000.0937408386303,4669.23424515236,2030.52054831433,45167.25713620304,18216.250377351513,33241.37764911835,13054.870530357419
11,22467.97352865314,73700.73716592377,57229.58737993667,5192.614716133167,126592.32349833612,1292.1632382425119,35400.987276889224,124082.52156552862,3512.198790850073,39314.22752720521,12928.930861207331,22335.62443378768,794.1283763057355,33944.182368251364,66018.27414864536,201077.57447802927,1236.3670920845734,4118.080109731549,1489.1553729966422,1237.4979917657533,24022.206047011616,5172.602990099388,53663.5200755142
12,386156.57246112544,11571.977880098362,11040.209213702596,3374.2796307268463,10442.318067392795,16551.087478959023,244486.83276605903,150645.1297036222,2044.906061000088,56368.86452943216,868.4183532725324,13787.645382970477,57291.58066975081,28247.055208987298,41345.794767181986,8887.639448992373,2048.5897290894004,7893.1925028354135,173.4256614715955,29788.993012484374,4076.257565806762,23513.538114055147,115670.64880652436
13,14095.064909030314,115626.93392821013,319370.17101478163,353.27498292228466,142781.2380823259,1745.5637645377208,172711.05767974484,126050.38724837122,15415.014690475164,1887.2535338399603,7630.159141531693,9196.62515335543,9586.910355402832,46163.41720691227,45707.21919356112,24153.257444048486,5259.1766182985475,249.0519136053381,140.43206163455054,24164.557423204173,3675.730173857746,2636.3877950642172,58945.26532235163
14,11334.198191738773,111479.60798783827,358849.9403372057,920.0744636221381,115991.15974675356,5510.771486598594,10684.415174822852,52517.710417251496,824.2703725022895,72468.61554483148,8058.952172409583,1811.059034522738,13726.064176264155,10414.132294477491,10511.469482890046,32302.76016450565,880.3999289634886,758.9274770732817,882.4645297196895,26581.39342883027,8560.957798476145,172646.68713223166,176656.20618539964
15,31480.652003759344,95574.4669769801,27737.903826139023,3640.6343494332195,7047.055017663341,17263.074040034608,41704.066727656966,48900.52592458396,10265.91850413185,7296.955068320434,2103.030275798803,8225.93272823623,6562.157146554147,106156.26548918783,101705.89530310222,91928.56625679106,4778.653380113568,1014.2288868099823,725.1579274759067,37799.477609968206,146.8304266771978,6465.047009181457,32023.980669925466
16,179905.00395871315,18778.35653122169,68124.44250306427,1824.9915995149454,150260.57354148626,3783.687170446388,167185.6361129999,207874.6244016494,896.1843472910781,87622.85655668196,2469.9393508571334,5817.416734379917,24111.887400099502,68643.09375700587,110969.81429721028,6044.580687956127,5374.267342571895,3194.1490190486634,1200.208227469851,89686.99221694717,18999.271119589925,5337.707444119239,54718.05625383199
17,124101.618408216,27872.922268502076,146905.75183868728,834.0768737706145,1414.01800382057,3636.821778411101,267488.3347385894,74951.78342450138,1808.1466157100292,144619.5654008876,9563.783159329312,13417.677015200714,13738.507947280119,75601.56348761272,70915.72301235812,11882.883572299797,2718.5229598326896,8260.043626163682,1316.6029173910968,10548.27803516125,34354.47508429229,58285.84488466841,50632.50937492376
18,95189.5377731578,45772.52344028805,26068.852024234424,1169.814255140286,209956.4441813988,6151.086788832513,157473.9498741006,6687.521103182949,448.3096685986227,31439.738445196304,2716.789387360301,417.5722871501902,15246.12508745583,67637.4962550272,53184.52567467318,125472.52456866074,1254.0800379818895,1148.8912630059008,450.7674714961419,64703.65401178785,11418.2958964435,19311.22508652547,61306.06562568172
19,54485.14947617753,107966.53086966103,248831.9702740325,4763.765242014558,144089.5498193925,41799.67701991976,214422.4655502793,51144.78355036267,4342.3691066488045,24095.797371384095,21059.47826259208,4231.6394686948415,10962.114050672186,288465.92529089836,149831.45057472214,38827.85895421128,3306.0051019494185,3523.263756847048,4342.259755023272,277154.8858472567,545.5487550878057,39137.62930662487,200217.38071689714
20,140919.30321301712,32351.824918510843,99799.13169022348,3836.1498380675835,16196.695168536153,2419.635743773104,36962.58136191673,104739.33088398067,2653.936940360514,18135.75439829249,119.97953237216444,27443.53750159406,15351.474564383634,10559.801941053902,59199.619460792324,34729.380075841116,15053.188990559085,1092.2454228228703,6173.56622112395,101484.78005351356,31573.160386867006,8168.846124387102,9918.925740871466
21,5623.393634467739,68352.05527671793,51226.95723450542,2420.8225162637414,49587.401219871994,16189.923790277593,3029.7550415963365,26395.056150233584,251.43425686112462,52690.36298891739,7367.033856526554,5203.667018724086,28176.27459576356,114764.84148122523,71664.03594704265,18159.24326743638,5213.916662606414,2307.480512316649,3280.552785526726,150.4421891028847,20978.90166534497,22532.07992123892,72079.68928701174
22,56954.07197935614,13521.71353306693,50564.82462277982,3501.350101255194,9472.32064671803,12888.07899082957,77384.69643808712,170862.7948700986,1948.2332597886414,31166.09127140288,1569.96768665259,7233.111629048312,37507.61358036857,41108.782486027114,27043.040784840683,13142.089822243577,5845.902488701942,3314.575793465705,240.88859290350797,94117.464906678,9248.989726899885,126515.13674100382,39942.88773363355
23,92797.3660938136,28516.500694478826,51920.60994482422,3010.3345806909206,89419.42656174008,27467.642628365345,72482.67707864594,114601.75371128305,6149.573806629825,29290.484799363403,14265.874419793996,3747.5215208315944,7845.123072286448,30048.748821434652,75959.8324020846,351360.75451170385,2274.5417753113984,5649.168236545594,1835.1245583007358,7776.2696555182665,8461.168059506832,31493.845837572087,345583.09975283156
24,105443.15768078256,29524.195904165943,109114.7637248424,4993.884496262575,16382.915814611535,31122.938241620057,54980.515174659165,82717.2104003031,6503.928535281328,17589.084953017395,5189.692743726462,22519.30364596168,3857.153489780073,10062.790970568596,58823.32887020931,178962.75360778574,3030.353801145818,1921.9492127280505,1850.8087214876082,77285.70884695163,209.7905292170763,33848.39511846579,18090.896718990134
25,3780.520607900977,134399.1541241787,47108.79192559367,4912.808142573281,63412.15162303977,63.44458503284999,2685.035131002122,187453.556900219,6351.960992170238,26186.055440438686,1973.680973882671,20081.165220928,219.4115089291951,51362.502798075526,59467.82000745168,158836.65421467376,342.7166019417601,4072.676138639668,2571.7424208806437,11295.03640638,12936.758977954572,26895.849163518564,215677.06663808972
26,63797.85149314104,11107.022896419809,15198.925157734117,9109.638688387755,20502.59500212042,8152.124035853839,4406.48572024587,20721.074079386093,352.22339346583783,57567.439217996114,11437.389298230639,2928.4319533882926,7477.638678698498,46803.704228503215,15407.673104443342,73692.52227197157,6458.845670102142,105.79561851329628,786.1829223933948,52092.87022531437,29844.392501567097,5715.5026286157345,21035.132574721913
27,191277.3490561117,13619.142847408863,9653.076979901078,16124.843948151216,37831.60222490018,660.4991519917714,54613.41581386371,20024.142580789725,3421.8207615159063,45779.88292694947,10458.418288223867,7096.344334886641,37754.32639762198,58118.13071776476,49068.8015327062,68.89089142479371,3165.7908939363756,2172.105630767412,12.243471342006057,30267.35091922348,1369.8561230696114,21.03183711247581,6447.5034263509715
28,25746.291029425476,70799.36515401135,8978.97512629295,8389.050368131122,50711.91921524918,1668.8958036436957,46373.87105255939,30081.002623888824,3651.6661248012997,114826.41422240027,2661.771797205789,6730.097151230412,8398.31455243733,26304.562088143583,22669.704205661645,40929.65678009491,2809.29491229048,4270.917521289201,435.20031361769264,2063.833282559666,2334.6385046330697,23718.313079786014,118812.8501881587
29,5045.663830172568,109191.66536253093,38085.134685562545,2652.616364101274,9694.141721730726,42982.3354099941,14243.04653161445,180002.94369154246,5789.081174464733,20647.13979059851,4283.733050478742,9514.60370678323,9336.790426308378,133653.59373739912,84748.16271480077,6388.638594359811,902.9314994892128,2492.776777660772,762.5665672263423,68462.83275677855,7382.8119496060435,4433.188777611793,1301.6206244870068
30,73655.70370876076,60685.76003689614,283436.8059361192,725.6992070187218,117837.47449006402,16840.365774108253,116414.82684772495,65817.21422864679,1453.346442671547,8667.086262286331,23352.11322690815,964.316762012915,53232.38741039396,18461.907746079756,149884.76876088008,54136.93974559397,455.8663176975131,99.33916997395472,705.4196348169883,41194.53810209896,4486.527226657859,27865.185394920634,280820.8021978864
31,39494.25299936613,42261.246335997945,82797.22382977117,9409.133465473516,43552.53880373183,30681.536526420245,101487.54273850418,36159.314265721405,241.36193873111716,2522.6586112182817,8794.667965336563,2360.353265141989,25342.29248343695,33314.094674373046,20749.344576351235,101541.2484924326,3780.111710682058,3836.155625472404,1986.7868530763856,56441.94313524188,6888.0959852565575,10045.815336675705,193597.36861260902
32,61961.95636071558,22487.612067053997,43399.329225633744,9360.849335468825,94264.746251001,7226.668794738591,3946.000590769364,14523.280223963147,976.1027156286526,404.40322185987867,7815.108566828575,32944.625052363685,12540.439106107406,177213.47180092253,22042.432349555405,7389.795413165902,3310.991584158009,3703.0210581324927,585.6722182928947,76381.03003442303,15755.015551368502,104995.7489303102,30550.72590070884
33,92807.16016543782,69184.8675064997,36499.46217313889,7471.063105049113,181410.81942422094,1901.9338912959543,52097.94309919538,19728.739727348,5934.802347671704,75731.84522336452,4665.633962321972,15180.332228853553,5305.469011023719,87736.74617819641,28860.53355902148,38198.53717147766,1744.3281704943481,3740.069983306273,307.8578323644525,135137.11463448702,23290.222553881198,114960.44809303421,63976.3464772766
34,62599.90033784267,20763.49803566568,184691.4195239804,12901.04975927707,68012.67226472402,6961.139915624753,37056.166601195495,44309.59806282341,3568.0307832731464,98072.85492037515,678.0302201466426,5370.836237889013,10777.578774967498,283399.6176718403,28547.633670331557,67896.62579130939,6259.570783545755,2965.240967604675,1014.9827477010467,84604.95618671837,4232.088930221335,47409.62731859159,97485.54333748203
35,128616.08029345005,98298.23445090388,32397.010377264523,1055.3618748748218,20314.755241783023,1534.037987262756,38347.57745906787,92400.7599096329,9706.251587965624,19497.77412041,716.8210747367083,13083.624850573227,8116.8595996857775,46498.050219297475,3865.978452512971,63863.384036315656,5669.957046798678,12.446025843803417,1424.3794797629828,38550.0875890196,17912.027959215156,1001.2904877231208,57824.38242870015
36,170402.300817588,313909.223783004,143503.0785614282,3738.2153980934245,28724.674573803713,23356.686298882923,24448.31184597806,43629.05107315906,1525.007343624733,8024.573740394972,22450.19805249184,11022.23688965724,25727.40873361041,13150.840122913025,52141.19763070986,6118.3481060598015,4552.561695769847,1575.4520554471437,117.04403856201084,62561.427529193104,9169.522073450256,2835.966565743512,49032.94475449313
37,173602.38109707952,78830.73956392787,17491.30182904182,963.5033229897188,29548.689203040434,6586.829270884691,5954.3413135313185,10954.675162321406,603.2012906705922,9520.993873833817,17948.574065540302,42920.0754379704,16159.147658489603,46767.50992166228,13913.766132178107,130211.8122032641,4252.304944604618,638.537559679143,548.1628600665048,231466.14807138251,7910.76531479813,8806.291839832946,76352.20926763046
38,52644.437362586854,38627.42719552173,18103.803504570096,1181.5719397309135,5168.240782480807,2034.5116602000837,156463.69274231597,26881.845147890148,7598.666842874858,13648.902507226247,4386.13564461197,22204.867447630208,8723.790331869748,29264.696575151484,14074.311874807308,158440.32448381404,109.75091186304182,1184.3541823441785,581.5747160291115,48947.50112484128,12316.421250925277,21528.65925369199,18217.359475371224
39,95234.58690508053,70740.25620938327,123054.5691973305,7461.088659704552,109142.06358766575,8982.012537097246,128581.20907901629,60579.828696309494,759.3482754991271,44241.84618309089,4441.542591313146,10169.992304414807,5958.615080186008,423446.9468828539,51500.91216104329,5112.945410273367,1376.922537011646,589.7502893256252,1081.7648169313466,45745.18268538875,12329.04252399281,28896.396963865507,11478.534779479487
40,90315.99293326783,69293.05147849425,60151.115039892335,11624.277566389814,126162.58111860114,7601.000834180167,107094.96186242669,54559.905718264075,3673.6208741175933,52100.10290617776,12221.165165973282,7110.72820301436,20213.845350168318,84489.47030164563,95246.83820749095,74298.09173438477,920.2365452514867,3511.970944729905,1983.6857012919065,100203.47981599138,23577.85266116862,61790.41649898031,6912.480503003699
41,52991.36709119507,43170.12227315398,87088.08917525617,15957.924446542413,52100.716621294494,9313.814249255234,94112.43247925321,298855.4162502336,2001.780528091626,6821.031853405132,12703.012138212702,1985.8568569376982,497.8259923929319,15005.767952463208,79806.49809074,31971.590877433096,129.71155445928613,1360.2488006740573,23.245494575856156,54432.32482563924,861.5937674782317,10272.065062634876,2284.6224728291854
42,12213.683768219269,57476.25909061275,209187.15729292028,615.0186591861769,22814.109068915863,21191.48566796873,101166.88261709799,9656.769974014614,2110.692859340701,143396.5453699099,8955.30397180763,1339.2548176878895,13841.152380181027,19538.23926394,25865.730924688487,18310.6262058139,1248.5151206336157,2592.7343721739694,4251.17287913014,1516.1637610490643,30847.90111120608,41121.35754219713,41782.42688540336
43,12646.334814452086,48316.279061367655,137996.0164927259,846.3638377560566,118491.76590844184,30694.282168044465,29032.29796362708,14831.749988368507,1949.9104451070455,10009.911078188547,25252.26666683728,2743.712029843504,24916.907561420492,129067.3995295692,13060.60774533889,7062.515772656084,2711.661972014017,3202.7407770311747,1114.7718401901984,95066.7593318791,7634.983034854345,4929.829958321683,36151.92407137781
44,150471.98375274564,47089.4204728796,67159.36225196964,8402.856288832018,28948.95877690311,5311.484517913054,20682.519176118294,179585.0091885273,10793.73980918089,8243.942649967461,7992.610060917956,6077.563081267973,9723.1944674019,31172.408418139294,117655.47512587259,118112.44969999396,1479.5005729110771,788.4433014885172,2552.4690019342274,38263.41122509666,1731.2274726113162,5839.3413276432975,61747.062586699554
45,19330.03330577182,92837.51992670276,18992.47057550883,7515.067054129281,51516.27239830347,817.3134951133163,54482.03521982758,374864.54073238774,961.4382731711074,30070.92950021087,1614.5475988932628,3009.56540751402,11452.551849300015,100772.92506148042,64955.06503381696,131922.6570368695,11329.332344194992,310.11538297797597,4448.762726476266,3832.3441798136555,11675.526878251958,1644.9384352081697,71731.01727837323
46,35594.030424402634,73908.28912117201,18899.75478431567,4687.1692560165175,16650.670706514396,7469.400329443274,44073.31003149951,28666.82831431956,214.796347575261,10916.754337716548,23450.340009435386,9575.938752215627,673.176297924788,18985.38986718742,11497.136728349456,159932.72981061428,2259.531343250144,1148.4188373743907,1891.7332904228142,41401.02428187423,11691.00149143029,40524.978887258265,13802.769879548878
47,23260.575339715146,37846.87613851587,104267.91871717831,212.76309310992033,136111.63546954078,121.19141429645201,83823.98583159523,10758.2878582173,3486.006789345673,25622.997188905032,1474.0572543256287,16022.372614629687,21201.8143395854,9532.933974370793,7727.462291297587,31904.944019750117,672.3488844301579,14.540889398317862,765.6632162491629,60375.726308436526,9097.488731580206,4997.822291870232,118477.4963038957
48,27230.043193352572,21379.3772621526,34518.00284029894,1309.4019082788307,39979.46964397393,21974.178530322304,92990.40045585315,15466.95979340091,133.85781274342412,32676.967246655466,5205.797458164397,5720.752978051693,6021.3284222509765,36416.599064619244,57052.78090579875,4428.1461525141485,1455.7068425555997,417.3281459847164,2786.235611196521,34533.12142639827,30396.46624703187,110772.78774457616,53280.02256097193
49,10419.091350179875,25080.534799704837,52267.15387032768,6728.181715835526,62745.069975913204,143854.18314796052,134002.50459642417,23588.90844552741,3347.091880821866,20016.83417350843,782.3886310266444,27410.691771006503,13224.570063365867,42519.79298903227,205180.44526413514,45921.325799271064,827.4225747593346,5298.273188616241,1946.1987172886284,75636.44721257983,61284.18877668978,1760.0739772881109,40841.71589047177
50,20490.055482758533,63161.48977542093,39003.96792758898,383.784869572549,44358.17400803718,19541.897775648107,166398.86241674755,61989.628342993004,113.97584545170349,44269.406173978365,8065.9762847066395,28265.141029660695,67674.45325428902,53687.835831745935,15310.281299417258,184455.15814285557,4208.687151181347,798.529393934776,1356.1571717495228,10206.254214351162,15004.866554003893,6834.006308978776,25685.926693728372
